image,text
data/ocr_india/images/plate_000137.jpg,CG2E3YM6152
data/ocr_india/images/plate_000138.jpg,MZ39RJBJ
data/ocr_india/images/plate_000139.jpg,HP9S4TJ1622
data/ocr_india/images/plate_000140.jpg,WB0X1MK3749
data/ocr_india/images/plate_000141.jpg,UK78UGWB
data/ocr_india/images/plate_000142.jpg,OD21UH7300
data/ocr_india/images/plate_000143.jpg,AR53WT5090
data/ocr_india/images/plate_000144.jpg,TS4Q5MJ9101
data/ocr_india/images/plate_000145.jpg,GJ3K9FJ7254
data/ocr_india/images/plate_000146.jpg,JK96RGBH
data/ocr_india/images/plate_000147.jpg,RJ63BMBJ
data/ocr_india/images/plate_000148.jpg,MP8X0KV0935
data/ocr_india/images/plate_000149.jpg,UP7W8GQ6653
data/ocr_india/images/plate_000150.jpg,HR00YB1301
data/ocr_india/images/plate_000151.jpg,DN68WO6569
data/ocr_india/images/plate_000152.jpg,TN49HG4649
data/ocr_india/images/plate_000153.jpg,MZ0Q2KS1390
data/ocr_india/images/plate_000154.jpg,DL5O7RM5320
data/ocr_india/images/plate_000155.jpg,GA7R6PQ7393
data/ocr_india/images/plate_000156.jpg,SK04DZ1831
data/ocr_india/images/plate_000157.jpg,AR30UF6605
data/ocr_india/images/plate_000158.jpg,OD77XI7939
data/ocr_india/images/plate_000159.jpg,DL53IBFG
data/ocr_india/images/plate_000160.jpg,TN6O0IJ5323
data/ocr_india/images/plate_000161.jpg,DN19ST7506
data/ocr_india/images/plate_000162.jpg,HP35WW1514
data/ocr_india/images/plate_000163.jpg,CH41IFUB
data/ocr_india/images/plate_000164.jpg,PB46DXNJ
data/ocr_india/images/plate_000165.jpg,LD65AU8871
data/ocr_india/images/plate_000166.jpg,GJ26DXVO
data/ocr_india/images/plate_000167.jpg,JK9Y4CT5559
data/ocr_india/images/plate_000168.jpg,DL62NKRR
data/ocr_india/images/plate_000169.jpg,PY16MB1838
data/ocr_india/images/plate_000170.jpg,LD92IZPP
data/ocr_india/images/plate_000171.jpg,TN22EJKH
data/ocr_india/images/plate_000172.jpg,CG88EITD
data/ocr_india/images/plate_000173.jpg,LA1V2TW1163
data/ocr_india/images/plate_000174.jpg,CH9W2BZ5111
data/ocr_india/images/plate_000175.jpg,TS9A3NP3775
data/ocr_india/images/plate_000176.jpg,LD56JBFA
data/ocr_india/images/plate_000177.jpg,MZ59HHOO
data/ocr_india/images/plate_000178.jpg,CG5G6WD3965
data/ocr_india/images/plate_000179.jpg,CG35FI2914
data/ocr_india/images/plate_000180.jpg,ML56QXDL
data/ocr_india/images/plate_000181.jpg,GA96UB5855
data/ocr_india/images/plate_000182.jpg,BR57VEKM
data/ocr_india/images/plate_000183.jpg,MP97FS6557
data/ocr_india/images/plate_000184.jpg,DD9Z2TY1167
data/ocr_india/images/plate_000185.jpg,MN06FU7242
data/ocr_india/images/plate_000186.jpg,CH10BP0729
data/ocr_india/images/plate_000187.jpg,KL59DQ7149
data/ocr_india/images/plate_000188.jpg,MP46RLPI
data/ocr_india/images/plate_000189.jpg,DL5O2OE6609
data/ocr_india/images/plate_000190.jpg,GJ7R1GQ1115
data/ocr_india/images/plate_000191.jpg,UK10SKDX
data/ocr_india/images/plate_000192.jpg,SK8S8UQ5246
data/ocr_india/images/plate_000193.jpg,WB45TATS
data/ocr_india/images/plate_000194.jpg,WB94UW8771
data/ocr_india/images/plate_000195.jpg,LD46ETQW
data/ocr_india/images/plate_000196.jpg,JH1A0XB1846
data/ocr_india/images/plate_000197.jpg,MN80WL3783
data/ocr_india/images/plate_000198.jpg,MN74UK7809
data/ocr_india/images/plate_000199.jpg,MH30DIIA
data/ocr_india/images/plate_000200.jpg,DN0P3VZ5408
data/ocr_india/images/plate_000201.jpg,HP94OT7841
data/ocr_india/images/plate_000202.jpg,MN7O0WF5552
data/ocr_india/images/plate_000203.jpg,HR9Z6QS4299
data/ocr_india/images/plate_000204.jpg,GJ0I7SB3072
data/ocr_india/images/plate_000205.jpg,TS86JW7626
data/ocr_india/images/plate_000206.jpg,BR98GWXG
data/ocr_india/images/plate_000207.jpg,LD90LC1734
data/ocr_india/images/plate_000208.jpg,OD21HQ3779
data/ocr_india/images/plate_000209.jpg,CG00XC0171
data/ocr_india/images/plate_000210.jpg,KL44IJCU
data/ocr_india/images/plate_000211.jpg,KA0I0CE7079
data/ocr_india/images/plate_000212.jpg,JH38OB2158
data/ocr_india/images/plate_000213.jpg,WB60XJUL
data/ocr_india/images/plate_000214.jpg,CG3O8RF1633
data/ocr_india/images/plate_000215.jpg,BR14KIBW
data/ocr_india/images/plate_000216.jpg,AS6J3IP1530
data/ocr_india/images/plate_000217.jpg,HR01QG8751
data/ocr_india/images/plate_000218.jpg,CH05EBFP
data/ocr_india/images/plate_000219.jpg,MN43GT2631
data/ocr_india/images/plate_000220.jpg,JH17NZ3507
data/ocr_india/images/plate_000221.jpg,TN9Y3PI4023
data/ocr_india/images/plate_000222.jpg,MN2V8KS3958
data/ocr_india/images/plate_000223.jpg,AP18BZOD
data/ocr_india/images/plate_000224.jpg,GJ03XX4443
data/ocr_india/images/plate_000225.jpg,HR94YE4293
data/ocr_india/images/plate_000226.jpg,CH6P3UK6301
data/ocr_india/images/plate_000227.jpg,GJ1Y0IP8935
data/ocr_india/images/plate_000228.jpg,AP5W2KF3768
data/ocr_india/images/plate_000229.jpg,AP57WM7216
data/ocr_india/images/plate_000230.jpg,TN5K9AV9857
data/ocr_india/images/plate_000231.jpg,LD7R8FE8814
data/ocr_india/images/plate_000232.jpg,AP65AW3458
data/ocr_india/images/plate_000233.jpg,BR94NDVF
data/ocr_india/images/plate_000234.jpg,TN0K2SC2371
data/ocr_india/images/plate_000235.jpg,OD94IQ9737
data/ocr_india/images/plate_000236.jpg,LA34FN7815
data/ocr_india/images/plate_000237.jpg,AR60RT1289
data/ocr_india/images/plate_000238.jpg,MP46BL2945
data/ocr_india/images/plate_000239.jpg,WB52NNIQ
data/ocr_india/images/plate_000240.jpg,CG47UB3464
data/ocr_india/images/plate_000241.jpg,CH32BF4237
data/ocr_india/images/plate_000242.jpg,GA4E3AQ4212
data/ocr_india/images/plate_000243.jpg,MP88PP6369
data/ocr_india/images/plate_000244.jpg,GJ80PING
data/ocr_india/images/plate_000245.jpg,PB13PQ2669
data/ocr_india/images/plate_000246.jpg,MN79BTDV
data/ocr_india/images/plate_000247.jpg,TS02NZQW
data/ocr_india/images/plate_000248.jpg,PY34FBVX
data/ocr_india/images/plate_000249.jpg,TR55DY9756
data/ocr_india/images/plate_000250.jpg,LD6O9VB8712
data/ocr_india/images/plate_000251.jpg,TR31ZBHU
data/ocr_india/images/plate_000252.jpg,NL95FELX
data/ocr_india/images/plate_000253.jpg,PY6C5GR4358
data/ocr_india/images/plate_000254.jpg,UK39GYLF
data/ocr_india/images/plate_000255.jpg,DN29RNMX
data/ocr_india/images/plate_000256.jpg,TR1Y5MU4142
data/ocr_india/images/plate_000257.jpg,TN7N8XP9147
data/ocr_india/images/plate_000258.jpg,DN24ZL0341
data/ocr_india/images/plate_000259.jpg,DD70UR8922
data/ocr_india/images/plate_000260.jpg,RJ61IWJV
data/ocr_india/images/plate_000261.jpg,BR92NM8639
data/ocr_india/images/plate_000262.jpg,KA73NU9214
data/ocr_india/images/plate_000263.jpg,ML13ZEIG
data/ocr_india/images/plate_000264.jpg,RJ97DO2895
data/ocr_india/images/plate_000265.jpg,JK11XJ3314
data/ocr_india/images/plate_000266.jpg,KA26CNKL
data/ocr_india/images/plate_000267.jpg,RJ22IU8928
data/ocr_india/images/plate_000268.jpg,TS81LLKQ
data/ocr_india/images/plate_000269.jpg,KL8M3UG2802
data/ocr_india/images/plate_000270.jpg,PY02AKWY
data/ocr_india/images/plate_000271.jpg,SK44XS2355
data/ocr_india/images/plate_000272.jpg,CG94BT0483
data/ocr_india/images/plate_000273.jpg,RJ66RM9262
data/ocr_india/images/plate_000274.jpg,GJ50SNWP
data/ocr_india/images/plate_000275.jpg,KA3H8YD1155
data/ocr_india/images/plate_000276.jpg,PB1N8UZ6257
data/ocr_india/images/plate_000277.jpg,RJ12OS6789
data/ocr_india/images/plate_000278.jpg,TR81IJ2537
data/ocr_india/images/plate_000279.jpg,TN5Y2GD7598
data/ocr_india/images/plate_000280.jpg,SK67EO4255
data/ocr_india/images/plate_000281.jpg,JK7J3WO0373
data/ocr_india/images/plate_000282.jpg,HP07NEYH
data/ocr_india/images/plate_000283.jpg,KA9F1QJ5735
data/ocr_india/images/plate_000284.jpg,AR31XFUB
data/ocr_india/images/plate_000285.jpg,TS12KA9599
data/ocr_india/images/plate_000286.jpg,LA13RG4511
data/ocr_india/images/plate_000287.jpg,PB97CCMA
data/ocr_india/images/plate_000288.jpg,MP17IFMF
data/ocr_india/images/plate_000289.jpg,AS80UO9127
data/ocr_india/images/plate_000290.jpg,CH45JG7714
data/ocr_india/images/plate_000291.jpg,JH36LGUG
data/ocr_india/images/plate_000292.jpg,ML51UE2303
data/ocr_india/images/plate_000293.jpg,BR7J6CV0716
data/ocr_india/images/plate_000294.jpg,MP4S5PG7789
data/ocr_india/images/plate_000295.jpg,MZ24LA9278
data/ocr_india/images/plate_000296.jpg,CG89JKEG
data/ocr_india/images/plate_000297.jpg,TN6M9QG6988
data/ocr_india/images/plate_000298.jpg,MN2V4QA1940
data/ocr_india/images/plate_000299.jpg,MZ68WR4908
data/ocr_india/images/plate_000300.jpg,LD28CH9608
data/ocr_india/images/plate_000301.jpg,CH58EIVQ
data/ocr_india/images/plate_000302.jpg,CH93UI1430
data/ocr_india/images/plate_000303.jpg,AR98WPEQ
data/ocr_india/images/plate_000304.jpg,MP97VY0723
data/ocr_india/images/plate_000305.jpg,DN4E9RE5130
data/ocr_india/images/plate_000306.jpg,HP67YXDB
data/ocr_india/images/plate_000307.jpg,WB10NTIA
data/ocr_india/images/plate_000308.jpg,RJ23EB4519
data/ocr_india/images/plate_000309.jpg,CG91ZRSN
data/ocr_india/images/plate_000310.jpg,DN50APZM
data/ocr_india/images/plate_000311.jpg,KA2N7DB9052
data/ocr_india/images/plate_000312.jpg,JK85TYRJ
data/ocr_india/images/plate_000313.jpg,TN42JAIM
data/ocr_india/images/plate_000314.jpg,MH2A7HV6503
data/ocr_india/images/plate_000315.jpg,UP25IU5126
data/ocr_india/images/plate_000316.jpg,DN08STLC
data/ocr_india/images/plate_000317.jpg,HP4H3US3427
data/ocr_india/images/plate_000318.jpg,JH33OAOV
data/ocr_india/images/plate_000319.jpg,TS32NR9902
data/ocr_india/images/plate_000320.jpg,AP80SQKP
data/ocr_india/images/plate_000321.jpg,CH93ZNZM
data/ocr_india/images/plate_000322.jpg,JK1J9HG6632
data/ocr_india/images/plate_000323.jpg,LD81EY6914
data/ocr_india/images/plate_000324.jpg,HR04NG4326
data/ocr_india/images/plate_000325.jpg,KL22MX2901
data/ocr_india/images/plate_000326.jpg,GJ92MHSO
data/ocr_india/images/plate_000327.jpg,HR9H9JQ3405
data/ocr_india/images/plate_000328.jpg,OD13ZDMW
data/ocr_india/images/plate_000329.jpg,DD68VYBY
data/ocr_india/images/plate_000330.jpg,DD36YYDT
data/ocr_india/images/plate_000331.jpg,MZ20JP4059
data/ocr_india/images/plate_000332.jpg,BR66DLCZ
data/ocr_india/images/plate_000333.jpg,KL44JTPS
data/ocr_india/images/plate_000334.jpg,KA2D7MO6470
data/ocr_india/images/plate_000335.jpg,TS56NKUJ
data/ocr_india/images/plate_000336.jpg,CG57KDQS
data/ocr_india/images/plate_000337.jpg,ML4J6UK5982
data/ocr_india/images/plate_000338.jpg,UK74MGOP
data/ocr_india/images/plate_000339.jpg,KA52UGWF
data/ocr_india/images/plate_000340.jpg,CG43CZ7603
data/ocr_india/images/plate_000341.jpg,AP9O2EI8742
data/ocr_india/images/plate_000342.jpg,TS3Q0QN0115
data/ocr_india/images/plate_000343.jpg,HP00MG6880
data/ocr_india/images/plate_000344.jpg,WB07LLBU
data/ocr_india/images/plate_000345.jpg,DD35NYGW
data/ocr_india/images/plate_000346.jpg,DN59UK9646
data/ocr_india/images/plate_000347.jpg,CG27FW4849
data/ocr_india/images/plate_000348.jpg,TR68PCGF
data/ocr_india/images/plate_000349.jpg,KL6Q2FC0053
data/ocr_india/images/plate_000350.jpg,DN2C2SJ0245
data/ocr_india/images/plate_000351.jpg,CH6L5LK0170
data/ocr_india/images/plate_000352.jpg,DL61PNAF
data/ocr_india/images/plate_000353.jpg,TR76ZFTF
data/ocr_india/images/plate_000354.jpg,MN53YY7364
data/ocr_india/images/plate_000355.jpg,NL1B7EJ9756
data/ocr_india/images/plate_000356.jpg,TR97OC6497
data/ocr_india/images/plate_000357.jpg,OD2V6LY6542
data/ocr_india/images/plate_000358.jpg,DL8G1XC4272
data/ocr_india/images/plate_000359.jpg,TS96DQ9907
data/ocr_india/images/plate_000360.jpg,TS57EDPF
data/ocr_india/images/plate_000361.jpg,ML72FM5878
data/ocr_india/images/plate_000362.jpg,MP82PN6514
data/ocr_india/images/plate_000363.jpg,NL1E4GT5103
data/ocr_india/images/plate_000364.jpg,LA32QSHK
data/ocr_india/images/plate_000365.jpg,NL9T8PA1187
data/ocr_india/images/plate_000366.jpg,BR44PDBH
data/ocr_india/images/plate_000367.jpg,SK75TDVZ
data/ocr_india/images/plate_000368.jpg,CH31AKXF
data/ocr_india/images/plate_000369.jpg,TR43SB9447
data/ocr_india/images/plate_000370.jpg,OD7Z8TO0855
data/ocr_india/images/plate_000371.jpg,UK49RP3652
data/ocr_india/images/plate_000372.jpg,UK2J8LB9797
data/ocr_india/images/plate_000373.jpg,OD22HB6352
data/ocr_india/images/plate_000374.jpg,CG41EAYD
data/ocr_india/images/plate_000375.jpg,NL3R5SH9927
data/ocr_india/images/plate_000376.jpg,ML48GZ9380
data/ocr_india/images/plate_000377.jpg,MZ5C4FI0384
data/ocr_india/images/plate_000378.jpg,SK83RRUN
data/ocr_india/images/plate_000379.jpg,GA01HNFP
data/ocr_india/images/plate_000380.jpg,LA84WPHI
data/ocr_india/images/plate_000381.jpg,DD28HC9760
data/ocr_india/images/plate_000382.jpg,AP57UOZM
data/ocr_india/images/plate_000383.jpg,UK9G0BE2566
data/ocr_india/images/plate_000384.jpg,LD1Y7AQ2461
data/ocr_india/images/plate_000385.jpg,BR8K7AU2570
data/ocr_india/images/plate_000386.jpg,WB2K0RP6546
data/ocr_india/images/plate_000387.jpg,MZ9H7ST0143
data/ocr_india/images/plate_000388.jpg,NL91GV0177
data/ocr_india/images/plate_000389.jpg,SK02XBYO
data/ocr_india/images/plate_000390.jpg,TS64HB0996
data/ocr_india/images/plate_000391.jpg,DN14WBQB
data/ocr_india/images/plate_000392.jpg,TR51IN0492
data/ocr_india/images/plate_000393.jpg,BR2Z0RJ9004
data/ocr_india/images/plate_000394.jpg,TR88MK1775
data/ocr_india/images/plate_000395.jpg,JH92LD1210
data/ocr_india/images/plate_000396.jpg,CG85NIZU
data/ocr_india/images/plate_000397.jpg,TR0A4MM2503
data/ocr_india/images/plate_000398.jpg,NL23EDIO
data/ocr_india/images/plate_000399.jpg,DD36VFBG
data/ocr_india/images/plate_000400.jpg,SK6B3GM9873
data/ocr_india/images/plate_000401.jpg,NL5W8AQ5642
data/ocr_india/images/plate_000402.jpg,CG40YK7000
data/ocr_india/images/plate_000403.jpg,OD00HYDC
data/ocr_india/images/plate_000404.jpg,AS98IR3223
data/ocr_india/images/plate_000405.jpg,AS03TNEL
data/ocr_india/images/plate_000406.jpg,DN9V9NI1344
data/ocr_india/images/plate_000407.jpg,RJ87WE6487
data/ocr_india/images/plate_000408.jpg,DD29MIBY
data/ocr_india/images/plate_000409.jpg,KL57RA6027
data/ocr_india/images/plate_000410.jpg,MN2X5GH8529
data/ocr_india/images/plate_000411.jpg,WB8X9IK7254
data/ocr_india/images/plate_000412.jpg,KA17JYPX
data/ocr_india/images/plate_000413.jpg,DL7I9KK2483
data/ocr_india/images/plate_000414.jpg,HP66GH4712
data/ocr_india/images/plate_000415.jpg,CH2I3BC7158
data/ocr_india/images/plate_000416.jpg,ML6A6JX8778
data/ocr_india/images/plate_000417.jpg,MH6X8CL2667
data/ocr_india/images/plate_000418.jpg,MH68FDDF
data/ocr_india/images/plate_000419.jpg,LD1Z2ZL9408
data/ocr_india/images/plate_000420.jpg,TS94ZMRI
data/ocr_india/images/plate_000421.jpg,HP49SP2545
data/ocr_india/images/plate_000422.jpg,CH39YV9766
data/ocr_india/images/plate_000423.jpg,HP30PW6203
data/ocr_india/images/plate_000424.jpg,GJ81TGNC
data/ocr_india/images/plate_000425.jpg,JH2Y2XM5109
data/ocr_india/images/plate_000426.jpg,JK43YC8154
data/ocr_india/images/plate_000427.jpg,LD0F8AD5490
data/ocr_india/images/plate_000428.jpg,HP20FLGK
data/ocr_india/images/plate_000429.jpg,MH54EZ2639
data/ocr_india/images/plate_000430.jpg,JK77PS1859
data/ocr_india/images/plate_000431.jpg,WB12SK8074
data/ocr_india/images/plate_000432.jpg,DL40FTUZ
data/ocr_india/images/plate_000433.jpg,MZ4G8HI0572
data/ocr_india/images/plate_000434.jpg,HP3R6RK1951
data/ocr_india/images/plate_000435.jpg,DL66TV5167
data/ocr_india/images/plate_000436.jpg,HR76OWLM
data/ocr_india/images/plate_000437.jpg,LA46TV5279
data/ocr_india/images/plate_000438.jpg,JH70KF3418
data/ocr_india/images/plate_000439.jpg,LD41PWIV
data/ocr_india/images/plate_000440.jpg,PB69PF5993
data/ocr_india/images/plate_000441.jpg,AS7U6NW6356
data/ocr_india/images/plate_000442.jpg,HR74EYXP
data/ocr_india/images/plate_000443.jpg,ML43GP9294
data/ocr_india/images/plate_000444.jpg,AR82RPVM
data/ocr_india/images/plate_000445.jpg,MN7V6IS7559
data/ocr_india/images/plate_000446.jpg,DL00MQDY
data/ocr_india/images/plate_000447.jpg,PY52BF8590
data/ocr_india/images/plate_000448.jpg,LD2L9PP9366
data/ocr_india/images/plate_000449.jpg,LA29WUCL
data/ocr_india/images/plate_000450.jpg,BR7H7HB1149
data/ocr_india/images/plate_000451.jpg,MP78INQG
data/ocr_india/images/plate_000452.jpg,AS05XSHT
data/ocr_india/images/plate_000453.jpg,GA1P6SJ5666
data/ocr_india/images/plate_000454.jpg,AR2I2KE5654
data/ocr_india/images/plate_000455.jpg,GA12WNRQ
data/ocr_india/images/plate_000456.jpg,NL58MS4850
data/ocr_india/images/plate_000457.jpg,NL11LQPL
data/ocr_india/images/plate_000458.jpg,MZ17WR1414
data/ocr_india/images/plate_000459.jpg,HR7B3BK3505
data/ocr_india/images/plate_000460.jpg,UP21QN6571
data/ocr_india/images/plate_000461.jpg,UP9M6UG1563
data/ocr_india/images/plate_000462.jpg,TR1E9RT4049
data/ocr_india/images/plate_000463.jpg,AP48LM5190
data/ocr_india/images/plate_000464.jpg,DL5V2AP9153
data/ocr_india/images/plate_000465.jpg,TN72XMYH
data/ocr_india/images/plate_000466.jpg,MZ98HVZY
data/ocr_india/images/plate_000467.jpg,AS11PZ6685
data/ocr_india/images/plate_000468.jpg,SK63NVQE
data/ocr_india/images/plate_000469.jpg,PY08KC8719
data/ocr_india/images/plate_000470.jpg,MZ67YOGI
data/ocr_india/images/plate_000471.jpg,TR8M1HI4725
data/ocr_india/images/plate_000472.jpg,HR35PU0591
data/ocr_india/images/plate_000473.jpg,ML38AT7529
data/ocr_india/images/plate_000474.jpg,CG08HHTK
data/ocr_india/images/plate_000475.jpg,MN1Q1UI6229
data/ocr_india/images/plate_000476.jpg,GJ1E9CF9547
data/ocr_india/images/plate_000477.jpg,LD01FF4229
data/ocr_india/images/plate_000478.jpg,AP69RESU
data/ocr_india/images/plate_000479.jpg,HR2O6DZ6250
data/ocr_india/images/plate_000480.jpg,NL1K4WY1159
data/ocr_india/images/plate_000481.jpg,GA4P0GJ6975
data/ocr_india/images/plate_000482.jpg,CG9O0RH3476
data/ocr_india/images/plate_000483.jpg,DN92NQPA
